USB4F00653_1:101,
626.852,98.2698
627.052,-426.97508
627.252,-496.76115
627.452,-547.54203
627.652,-716.98266
627.851,950.31932
628.051,678.02512
628.251,506.02394
628.451,-611.0511
628.65,-209.42948
628.85,-346.66834
629.05,-407.94998
629.249,-793.3192
629.449,-591.9945
629.649,-500.99201
629.848,-279.08469
630.048,-638.58322
630.247,-346.66834
630.447,-21.76992
630.646,-365.68329
630.846,1117.66071
631.045,-668.24109
631.245,-70.23901
631.444,-596.22901
631.644,-51.27062
631.843,1322.43538
632.043,-517.91703
632.242,-127.16151
632.442,-627.99311
632.641,-397.38185
632.84,971.24607
633.04,-642.81956
633.239,969.15351
633.439,678.02512
633.638,-467.14966
633.837,-640.70137
634.036,17634.2587
634.236,-598.34633
634.435,-285.419
634.634,-534.84463
634.833,-706.38476
635.033,1424.73662
635.232,-604.69853
635.431,585.75635
635.63,1121.84215
635.829,-262.19484
636.029,539.60072
636.228,-372.02231
636.427,422.04813
636.626,1332.87686
636.825,319.11041
637.024,568.97414
637.223,-2.80881
637.422,2841.48754
637.621,994.26246
637.82,-234.75395
638.019,-598.34633
638.218,1554.10024
638.417,-608.93353
638.616,1197.091
638.815,1105.11579
639.014,684.31414
639.213,-120.8355
639.412,317.00885
639.61,-632.22903
639.809,1972.92143
640.008,1268.13013
640.207,-367.79626
640.406,1766.74107
640.605,-91.31838
640.803,-642.81956
641.002,-407.94998
641.201,-636.46512
641.4,745.09479
641.598,-99.75112
641.797,-556.00778
641.996,-676.71628
642.194,207.68368
642.393,1199.18079
642.592,-70.23901
642.79,-725.46175
642.989,-710.62379
643.187,-287.53052
643.386,-249.52903
643.585,606.73147
643.783,-524.26457
643.982,-505.22302
644.18,560.58233
644.379,-786.95568
644.577,-647.05606
644.776,-505.22302
